      ,InitSim              ,DlgSim              ,QuestMark,Dup  ,What ,Where,When ,Why  ,Who  ,How  ,AbsPos,NormPos            ,Len,LenUni,LenStem,Starter,Thank,ExMark,Feedback,SenScr(Neg),SenScr(Neu),SenScr(Pos),Lex(Pos),Lex(Neg),label
1656_5,0.3104769927480216   ,0.7773094225992695  ,False    ,False,False,False,True ,False,False,False,5     ,1.0                ,100,71    ,69     ,False  ,True ,True  ,False   ,0.007      ,0.829      ,0.164      ,9       ,4       ,FQ
1657_0,1.0000000000000002   ,0.4476817218292542  ,True     ,False,False,False,False,False,False,True ,0     ,0.0                ,12 ,12    ,12     ,True   ,False,False ,False   ,0.0        ,0.758      ,0.242      ,1       ,0       ,IR OQ
1657_1,0.40439037010443435  ,0.8795609358155323  ,True     ,False,False,False,True ,False,False,True ,1     ,0.3333333333333333 ,54 ,37    ,34     ,False  ,False,False ,False   ,0.0        ,0.893      ,0.107      ,1       ,1       ,CQ IR PA
1657_2,0.2924052823831315   ,0.7295780109044432  ,False    ,False,False,False,False,False,False,True ,2     ,0.6666666666666666 ,44 ,32    ,31     ,False  ,True ,False ,False   ,0.035      ,0.883      ,0.082      ,0       ,0       ,RQ
1657_3,0.20133469753952263  ,0.3476432993242759  ,False    ,False,True ,False,False,False,False,False,3     ,1.0                ,4  ,4     ,4      ,False  ,False,False ,False   ,0.207      ,0.793      ,0.0        ,0       ,1       ,RQ
1658_0,0.9999999999999998   ,0.10302698622615569 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,7  ,7     ,7      ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,OQ
1658_1,0.1099183735321964   ,0.9373045007437077  ,False    ,True ,False,False,False,False,False,False,1     ,0.5                ,16 ,14    ,14     ,False  ,False,False ,False   ,0.0        ,0.947      ,0.053      ,1       ,0       ,PA
1658_2,0.0                  ,0.34851151040616807 ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,4  ,4     ,4      ,True   ,True ,False ,False   ,0.0        ,0.508      ,0.492      ,0       ,0       ,GG
1659_0,1.0000000000000004   ,0.21567362844513624 ,False    ,False,False,True ,False,False,False,False,0     ,0.0                ,32 ,31    ,29     ,True   ,False,False ,False   ,0.0        ,0.968      ,0.032      ,1       ,1       ,FD OQ
1659_1,0.20273578329009476  ,0.6792417269057126  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,32 ,29    ,27     ,False  ,False,False ,False   ,0.0        ,0.914      ,0.086      ,1       ,0       ,PA
1659_2,0.14813810032796082  ,0.8551565763488718  ,False    ,False,False,False,True ,False,False,False,2     ,0.6666666666666666 ,70 ,63    ,62     ,False  ,False,True  ,True    ,0.21       ,0.757      ,0.033      ,3       ,8       ,CQ
1659_3,0.0                  ,0.15218046740229668 ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,2  ,2     ,2      ,True   ,True ,True  ,False   ,0.0        ,0.264      ,0.736      ,1       ,0       ,PF
1660_0,1.0000000000000004   ,0.026180722326345864,False    ,False,False,False,False,False,False,False,0     ,0.0                ,2  ,2     ,2      ,True   ,False,False ,True    ,0.0        ,1.0        ,0.0        ,0       ,0       ,OQ
1660_1,0.013549656247511702 ,0.9841776717879236  ,True     ,False,True ,False,False,False,False,True ,1     ,0.5                ,73 ,58    ,56     ,False  ,False,True  ,False   ,0.031      ,0.843      ,0.126      ,3       ,3       ,IR PA
1660_2,0.07349844014885662  ,0.2761487162688057  ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,6  ,6     ,6      ,False  ,False,False ,False   ,0.278      ,0.722      ,0.0        ,0       ,1       ,FD RQ
1661_0,1.0                  ,0.15458833309360936 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,12 ,12    ,12     ,True   ,False,False ,False   ,0.0        ,0.706      ,0.294      ,0       ,0       ,FD OQ
1661_1,0.12424716572686549  ,0.915482215782269   ,False    ,False,False,False,False,False,False,False,1     ,0.25               ,68 ,49    ,47     ,False  ,True ,False ,False   ,0.0        ,0.757      ,0.243      ,5       ,1       ,PA
1661_2,0.15165574322689246  ,0.3040378279876428  ,False    ,False,False,False,False,False,False,False,2     ,0.5                ,8  ,8     ,8      ,True   ,False,False ,False   ,0.0        ,0.87       ,0.13       ,1       ,0       ,FD PF
1661_3,0.030875678681250646 ,0.6026409453951886  ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,22 ,21    ,20     ,False  ,False,False ,False   ,0.063      ,0.602      ,0.336      ,3       ,2       ,GG
1661_4,0.15325330576298613  ,0.3940141814974182  ,False    ,False,False,False,False,False,False,False,4     ,1.0                ,7  ,6     ,6      ,False  ,False,False ,False   ,0.0        ,0.769      ,0.231      ,0       ,0       ,FQ
1662_0,1.0                  ,0.2773517299323568  ,False    ,False,False,False,False,True ,False,True ,0     ,0.0                ,124,75    ,69     ,True   ,True ,False ,True    ,0.08       ,0.856      ,0.064      ,11      ,2       ,OQ
1662_1,0.24932433289292302  ,0.9527588512837463  ,True     ,True ,False,False,False,False,False,False,1     ,0.3333333333333333 ,72 ,43    ,40     ,False  ,True ,False ,False   ,0.041      ,0.853      ,0.106      ,1       ,4       ,CQ IR PA
1662_2,0.11470161827221602  ,0.4039661948450503  ,False    ,False,False,False,True ,False,False,False,2     ,0.6666666666666666 ,16 ,15    ,15     ,True   ,True ,False ,False   ,0.0        ,0.602      ,0.398      ,4       ,0       ,FD PF
1662_3,0.15469346234812845  ,0.28791150847594277 ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,8  ,8     ,8      ,False  ,False,True  ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,RQ
1663_0,1.0000000000000002   ,0.27572562569175196 ,False    ,False,False,False,True ,False,False,False,0     ,0.0                ,35 ,24    ,23     ,True   ,True ,True  ,True    ,0.0        ,0.908      ,0.092      ,1       ,0       ,OQ
1663_1,0.19556551852020992  ,0.9752474158953598  ,True     ,False,False,True ,False,False,False,True ,1     ,0.3333333333333333 ,511,213   ,192    ,False  ,False,False ,False   ,0.017      ,0.911      ,0.071      ,17      ,7       ,PA
1663_2,0.4279552320160056   ,0.46478503195151466 ,True     ,False,False,False,True ,False,False,False,2     ,0.6666666666666666 ,79 ,48    ,45     ,False  ,False,False ,False   ,0.046      ,0.835      ,0.119      ,8       ,1       ,FD RQ
1663_3,0.0                  ,0.1526821647543797  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,4  ,4     ,4      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,FD
1664_0,0.9999999999999999   ,0.35699725281637745 ,False    ,False,False,False,False,False,False,True ,0     ,0.0                ,93 ,70    ,69     ,True   ,False,False ,False   ,0.159      ,0.724      ,0.116      ,5       ,6       ,IR OQ
1664_1,0.18031819312367467  ,0.6333288236736258  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,5  ,5     ,5      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA PF
1664_2,0.16596901288753613  ,0.6099753415678584  ,True     ,False,False,False,False,True ,False,False,2     ,0.6666666666666666 ,6  ,6     ,6      ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,FD FQ
1664_3,0.3044112535357991   ,0.5904452622136303  ,False    ,False,False,False,True ,False,False,False,3     ,1.0                ,5  ,5     ,5      ,False  ,False,False ,False   ,0.1        ,0.9        ,0.0        ,0       ,0       ,RQ
1665_0,1.0000000000000002   ,0.6288291386435585  ,False    ,True ,False,False,True ,False,False,True ,0     ,0.0                ,104,73    ,66     ,True   ,True ,True  ,True    ,0.057      ,0.837      ,0.106      ,8       ,3       ,OQ
1665_1,0.4114156475418733   ,0.7970343258197603  ,True     ,False,False,False,True ,False,False,False,1     ,0.3333333333333333 ,53 ,38    ,37     ,False  ,False,False ,False   ,0.0        ,0.911      ,0.089      ,3       ,0       ,PA
1665_2,0.6745885094996483   ,0.7353518363638748  ,False    ,True ,False,False,True ,False,False,False,2     ,0.6666666666666666 ,48 ,34    ,31     ,True   ,False,False ,True    ,0.015      ,0.851      ,0.133      ,6       ,0       ,CQ FD
1665_3,0.2801745414038741   ,0.7004334242059982  ,True     ,False,False,False,False,False,False,True ,3     ,1.0                ,56 ,45    ,43     ,False  ,True ,False ,False   ,0.0        ,0.949      ,0.051      ,1       ,2       ,FD PA
1666_0,0.9999999999999994   ,0.27352670726937794 ,True     ,False,True ,False,False,False,False,False,0     ,0.0                ,28 ,22    ,21     ,True   ,False,False ,False   ,0.178      ,0.7        ,0.121      ,2       ,2       ,OQ
1666_1,0.23933144685166793  ,0.6268963727767887  ,False    ,False,False,True ,False,False,False,False,1     ,0.14285714285714285,77 ,60    ,56     ,False  ,False,True  ,False   ,0.0        ,0.898      ,0.102      ,2       ,2       ,PA
1666_2,0.12319826644722731  ,0.4013378477456161  ,False    ,False,True ,False,False,False,False,False,2     ,0.2857142857142857 ,25 ,22    ,21     ,True   ,True ,False ,False   ,0.087      ,0.719      ,0.195      ,2       ,1       ,FD
1666_3,0.1398742442342515   ,0.7766340598371906  ,False    ,False,True ,True ,False,False,False,True ,3     ,0.42857142857142855,76 ,53    ,48     ,False  ,False,False ,False   ,0.044      ,0.925      ,0.03       ,3       ,1       ,PA
1666_4,0.1496594408386772   ,0.4884678418693892  ,True     ,False,True ,False,False,False,False,False,4     ,0.5714285714285714 ,18 ,15    ,14     ,True   ,False,False ,True    ,0.07       ,0.93       ,0.0        ,0       ,1       ,FD
1666_5,0.17652009277432543  ,0.6500807458813883  ,True     ,False,False,False,False,False,False,False,5     ,0.7142857142857143 ,60 ,49    ,47     ,False  ,False,False ,False   ,0.059      ,0.91       ,0.031      ,4       ,3       ,FD
1666_6,0.17840565519748178  ,0.4817764105767703  ,False    ,False,True ,False,False,False,False,False,6     ,0.8571428571428571 ,20 ,18    ,18     ,True   ,True ,False ,False   ,0.043      ,0.705      ,0.252      ,4       ,1       ,PA PF
1666_7,0.0                  ,0.03979221306816148 ,False    ,False,False,False,False,False,False,False,7     ,1.0                ,3  ,3     ,3      ,False  ,False,True  ,False   ,0.0        ,0.239      ,0.761      ,1       ,0       ,JK
1667_0,1.0000000000000002   ,0.16779248010225153 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,65 ,47    ,43     ,True   ,True ,False ,False   ,0.059      ,0.79       ,0.151      ,4       ,1       ,OQ
1667_1,0.12113113385644057  ,0.8665446988904325  ,False    ,False,False,False,False,True ,False,True ,1     ,0.3333333333333333 ,44 ,37    ,37     ,False  ,False,False ,False   ,0.026      ,0.847      ,0.127      ,3       ,3       ,PA
1667_2,0.09573555558159688  ,0.5464456187717787  ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,18 ,18    ,18     ,True   ,True ,False ,False   ,0.068      ,0.684      ,0.248      ,2       ,2       ,PA PF
1667_3,0.13159319674398484  ,0.43274515859504215 ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,11 ,11    ,11     ,False  ,True ,False ,False   ,0.044      ,0.61       ,0.346      ,2       ,1       ,GG
1668_0,1.0000000000000004   ,0.18476674679609206 ,True     ,False,False,False,True ,False,False,True ,0     ,0.0                ,9  ,8     ,8      ,True   ,False,False ,False   ,0.131      ,0.743      ,0.126      ,0       ,1       ,OQ
1668_1,0.16030450200266128  ,0.7959405611531017  ,True     ,False,False,False,True ,False,False,True ,1     ,0.16666666666666666,128,94    ,92     ,False  ,False,False ,True    ,0.021      ,0.853      ,0.126      ,7       ,6       ,PA
1668_2,0.12962716992131687  ,0.35128309911051414 ,True     ,False,False,False,False,False,False,False,2     ,0.3333333333333333 ,9  ,9     ,9      ,True   ,True ,False ,False   ,0.1        ,0.655      ,0.245      ,1       ,1       ,FD
1668_3,0.05599032049057743  ,0.7595167626300153  ,False    ,False,True ,False,False,False,False,True ,3     ,0.5                ,68 ,49    ,48     ,False  ,False,False ,True    ,0.024      ,0.777      ,0.199      ,9       ,2       ,PA
1668_4,0.07136020667203893  ,0.29851540311754127 ,False    ,False,True ,False,False,False,False,False,4     ,0.6666666666666666 ,11 ,11    ,11     ,True   ,False,True  ,False   ,0.05       ,0.738      ,0.213      ,1       ,0       ,FD
1668_5,0.14384985418149807  ,0.7505791402549842  ,True     ,False,False,False,False,False,False,False,5     ,0.8333333333333334 ,121,94    ,92     ,False  ,False,False ,True    ,0.102      ,0.825      ,0.073      ,5       ,5       ,PA
1668_6,0.1833875470185051   ,0.345315956335123   ,False    ,False,False,False,False,False,False,False,6     ,1.0                ,13 ,12    ,12     ,True   ,True ,False ,False   ,0.079      ,0.556      ,0.365      ,1       ,0       ,FD
1669_0,1.0                  ,0.29838423986825424 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,70 ,53    ,52     ,True   ,False,False ,False   ,0.093      ,0.907      ,0.0        ,1       ,4       ,OQ
1669_1,0.17056639407551388  ,0.39331193672402254 ,True     ,False,False,False,False,False,False,False,1     ,0.2                ,25 ,21    ,21     ,False  ,False,False ,False   ,0.076      ,0.924      ,0.0        ,0       ,1       ,IR
1669_2,0.21411435865955428  ,0.6705127627222887  ,False    ,False,False,False,False,False,False,False,2     ,0.4                ,124,61    ,60     ,True   ,False,False ,False   ,0.02       ,0.875      ,0.105      ,0       ,2       ,CQ FD
1669_3,0.16027676825939255  ,0.7628705353088502  ,True     ,True ,False,False,True ,False,False,False,3     ,0.6                ,152,105   ,100    ,False  ,False,False ,True    ,0.07       ,0.871      ,0.058      ,6       ,5       ,FD IR PA
1669_4,0.2632780503149881   ,0.6337514665420064  ,False    ,False,False,False,True ,False,False,False,4     ,0.8                ,69 ,47    ,43     ,True   ,False,False ,False   ,0.2        ,0.701      ,0.099      ,1       ,7       ,FD PA
1669_5,0.0886475449023883   ,0.4117824479027715  ,True     ,False,True ,False,False,False,False,False,5     ,1.0                ,64 ,45    ,44     ,False  ,False,False ,False   ,0.0        ,0.888      ,0.112      ,0       ,0       ,FQ
1670_0,0.9999999999999999   ,0.27115202065900795 ,True     ,False,True ,False,False,False,False,False,0     ,0.0                ,35 ,27    ,26     ,True   ,False,False ,False   ,0.063      ,0.841      ,0.096      ,0       ,1       ,OQ
1670_1,0.19834846005181936  ,0.9043988925527309  ,True     ,False,False,False,True ,False,False,False,1     ,0.14285714285714285,90 ,59    ,57     ,False  ,False,True  ,False   ,0.051      ,0.913      ,0.035      ,0       ,5       ,CQ IR PA
1670_2,0.24272550083793346  ,0.9151092953612507  ,True     ,False,False,True ,True ,False,False,False,2     ,0.2857142857142857 ,115,76    ,74     ,True   ,False,True  ,False   ,0.031      ,0.917      ,0.053      ,2       ,6       ,PA
1670_3,0.10643041653312724  ,0.404004222620569   ,False    ,False,False,False,False,False,False,False,3     ,0.42857142857142855,20 ,20    ,20     ,False  ,False,True  ,False   ,0.0        ,0.831      ,0.169      ,1       ,2       ,PA
1670_4,0.13626425497730948  ,0.4190059294435979  ,False    ,False,False,True ,False,False,False,False,4     ,0.5714285714285714 ,24 ,22    ,21     ,True   ,False,True  ,False   ,0.0        ,0.813      ,0.187      ,1       ,2       ,FQ
1670_5,0.05147847011870506  ,0.39081758844203257 ,False    ,False,False,False,False,False,False,False,5     ,0.7142857142857143 ,20 ,20    ,20     ,False  ,False,True  ,False   ,0.0        ,0.821      ,0.179      ,2       ,1       ,PA
1670_6,0.24531287246713754  ,0.7482842941474824  ,False    ,True ,False,False,True ,False,True ,False,6     ,0.8571428571428571 ,73 ,57    ,54     ,False  ,False,True  ,False   ,0.022      ,0.914      ,0.064      ,3       ,1       ,PA
1670_7,0.14994431168051703  ,0.23700169155129205 ,False    ,False,False,False,False,False,False,False,7     ,1.0                ,5  ,5     ,5      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,RQ
1671_0,0.9999999999999998   ,0.302252303728484   ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,41 ,36    ,33     ,True   ,False,False ,False   ,0.055      ,0.88       ,0.065      ,0       ,0       ,OQ
1671_1,0.27510292090887606  ,0.9816785321438645  ,False    ,False,False,False,True ,False,False,False,1     ,0.3333333333333333 ,106,69    ,65     ,False  ,False,False ,False   ,0.052      ,0.849      ,0.098      ,8       ,2       ,PA
1671_2,0.20138158307228282  ,0.23004494416692434 ,False    ,False,False,False,False,True ,False,False,2     ,0.6666666666666666 ,8  ,8     ,8      ,False  ,False,False ,False   ,0.0        ,0.85       ,0.15       ,0       ,0       ,FQ RQ
1671_3,0.0                  ,0.07915530055357166 ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,2  ,2     ,2      ,False  ,False,False ,False   ,0.0        ,0.27       ,0.73       ,0       ,0       ,FD
1672_0,1.0                  ,0.21787763434688395 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,76 ,40    ,38     ,True   ,False,False ,False   ,0.044      ,0.901      ,0.055      ,1       ,1       ,OQ
1672_1,0.14780341216266477  ,0.8771538164947263  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,22 ,17    ,17     ,False  ,False,False ,False   ,0.109      ,0.702      ,0.189      ,4       ,2       ,PA
1672_2,0.18873431306901306  ,0.5102429446437529  ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,7  ,7     ,7      ,False  ,False,False ,False   ,0.224      ,0.612      ,0.163      ,0       ,1       ,CQ
1673_0,1.0000000000000007   ,0.24274816743670136 ,False    ,True ,True ,False,False,False,False,False,0     ,0.0                ,48 ,42    ,40     ,True   ,True ,False ,False   ,0.078      ,0.874      ,0.047      ,0       ,3       ,OQ
1673_1,0.06818944486583975  ,0.6020772016610173  ,False    ,False,False,False,False,False,False,False,1     ,0.2                ,20 ,18    ,18     ,False  ,False,False ,False   ,0.0        ,0.859      ,0.141      ,2       ,0       ,IR
1673_2,0.0                  ,0.09880065525008123 ,False    ,False,False,False,False,False,False,False,2     ,0.4                ,3  ,3     ,3      ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,GG
1673_3,0.10464011942336572  ,0.5915659092538361  ,False    ,False,False,False,False,False,False,True ,3     ,0.6                ,26 ,20    ,18     ,False  ,True ,False ,False   ,0.068      ,0.782      ,0.15       ,2       ,1       ,PA
1673_4,0.2546823352482453   ,0.6495104725394668  ,False    ,False,False,False,False,False,False,False,4     ,0.8                ,68 ,49    ,45     ,True   ,True ,True  ,False   ,0.123      ,0.656      ,0.221      ,5       ,4       ,FQ
1673_5,0.14423845518690684  ,0.663106548878939   ,False    ,False,False,False,False,False,True ,False,5     ,1.0                ,30 ,28    ,27     ,False  ,False,False ,False   ,0.0        ,0.802      ,0.198      ,4       ,3       ,PA
1674_0,0.9999999999999959   ,0.3162457846160631  ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,108,75    ,73     ,True   ,False,False ,False   ,0.09       ,0.844      ,0.066      ,6       ,2       ,OQ
1674_1,0.17001380135660463  ,0.5048044944723807  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,15 ,14    ,14     ,False  ,False,False ,False   ,0.0        ,0.776      ,0.224      ,0       ,1       ,PA
1674_2,0.10154985171130322  ,0.2820887496605836  ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,8  ,8     ,8      ,True   ,True ,True  ,False   ,0.225      ,0.334      ,0.441      ,0       ,1       ,PF
1674_3,0.29819330460057747  ,0.9587020050492101  ,False    ,True ,False,False,True ,False,False,False,3     ,1.0                ,66 ,44    ,42     ,False  ,False,False ,False   ,0.045      ,0.885      ,0.07       ,1       ,0       ,FD PA
1675_0,1.0                  ,0.18465328807099293 ,False    ,False,True ,False,True ,False,False,True ,0     ,0.0                ,27 ,26    ,26     ,True   ,False,False ,False   ,0.07       ,0.878      ,0.052      ,0       ,2       ,OQ
1675_1,0.16278101217088328  ,0.9856916893218668  ,True     ,False,True ,False,False,False,False,True ,1     ,0.5                ,152,94    ,84     ,False  ,True ,False ,False   ,0.047      ,0.818      ,0.135      ,5       ,9       ,CQ PA
1675_2,0.16056067740499752  ,0.2756142725651966  ,False    ,False,False,False,True ,False,False,False,2     ,1.0                ,16 ,15    ,15     ,False  ,False,False ,False   ,0.161      ,0.839      ,0.0        ,0       ,0       ,RQ
1676_0,1.0000000000000004   ,0.481026374959234   ,False    ,False,False,False,True ,True ,False,False,0     ,0.0                ,133,83    ,79     ,True   ,True ,True  ,False   ,0.0        ,0.962      ,0.038      ,7       ,2       ,OQ
1676_1,0.382686841920443    ,0.6828123345879187  ,False    ,False,False,False,True ,False,False,False,1     ,0.5                ,80 ,70    ,70     ,False  ,True ,False ,False   ,0.0        ,0.796      ,0.204      ,7       ,7       ,PA
1676_2,0.427193074129575    ,0.9405183107979391  ,False    ,True ,True ,False,False,False,False,False,2     ,1.0                ,208,124   ,115    ,False  ,False,False ,True    ,0.076      ,0.89       ,0.034      ,4       ,9       ,FD PA
1677_0,0.9999999999999996   ,0.08253938199098508 ,True     ,False,False,False,True ,False,False,False,0     ,0.0                ,67 ,58    ,57     ,True   ,True ,False ,True    ,0.039      ,0.817      ,0.144      ,4       ,3       ,OQ
1677_1,0.0722458770590754   ,0.9866862251696145  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,52 ,32    ,32     ,False  ,False,False ,False   ,0.0        ,0.953      ,0.047      ,0       ,2       ,PA
1677_2,0.06920612655184658  ,0.16263546064907816 ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,1  ,1     ,1      ,False  ,False,False ,True    ,0.0        ,1.0        ,0.0        ,0       ,0       ,NF
1678_0,1.0                  ,0.28521816045443305 ,True     ,False,False,False,True ,True ,False,False,0     ,0.0                ,33 ,24    ,24     ,True   ,False,False ,False   ,0.031      ,0.935      ,0.034      ,2       ,0       ,OQ
1678_1,0.2539193524409142   ,0.9804791563426712  ,False    ,False,True ,False,True ,False,False,False,1     ,0.3333333333333333 ,133,85    ,79     ,False  ,True ,False ,False   ,0.013      ,0.83       ,0.157      ,6       ,7       ,PA
1678_2,0.22680633361719357  ,0.31825620676954464 ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,13 ,12    ,12     ,False  ,False,False ,False   ,0.061      ,0.823      ,0.117      ,0       ,1       ,FD
1678_3,0.056394316915554514 ,0.163098280225242   ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,3  ,3     ,3      ,False  ,False,False ,False   ,0.0        ,0.794      ,0.206      ,0       ,0       ,FD FQ
1679_0,1.0000000000000016   ,0.26480037828384    ,True     ,False,True ,False,False,False,False,False,0     ,0.0                ,34 ,31    ,30     ,True   ,False,False ,True    ,0.094      ,0.85       ,0.056      ,3       ,1       ,OQ
1679_1,0.1808528355051608   ,0.5654784411146878  ,False    ,False,False,False,False,False,False,False,1     ,0.1111111111111111 ,36 ,32    ,30     ,False  ,False,False ,False   ,0.042      ,0.846      ,0.112      ,0       ,3       ,PA
1679_2,0.22918642547805226  ,0.40337893160612653 ,False    ,True ,False,False,False,False,False,False,2     ,0.2222222222222222 ,14 ,13    ,12     ,True   ,False,False ,False   ,0.088      ,0.912      ,0.0        ,1       ,0       ,FD NF
1679_3,0.22273787135295137  ,0.6534478842737369  ,False    ,False,False,False,False,False,False,True ,3     ,0.3333333333333333 ,34 ,29    ,29     ,False  ,True ,False ,False   ,0.04       ,0.872      ,0.088      ,2       ,4       ,PA
1679_4,0.09705141267266179  ,0.19780604662094337 ,False    ,False,False,False,True ,False,False,False,4     ,0.4444444444444444 ,7  ,7     ,7      ,True   ,False,False ,False   ,0.167      ,0.833      ,0.0        ,0       ,2       ,NF
1679_5,0.10538221728034093  ,0.5616141200813457  ,True     ,True ,True ,False,False,False,False,False,5     ,0.5555555555555556 ,26 ,20    ,20     ,False  ,True ,False ,False   ,0.0        ,0.946      ,0.054      ,1       ,0       ,CQ
1679_6,0.2037026185684516   ,0.3421249373843864  ,False    ,False,False,False,False,False,False,False,6     ,0.6666666666666666 ,15 ,15    ,15     ,True   ,False,False ,False   ,0.132      ,0.655      ,0.213      ,3       ,1       ,NF
1679_7,0.14243935742736435  ,0.5782801630998778  ,False    ,True ,False,False,False,False,False,False,7     ,0.7777777777777778 ,48 ,39    ,38     ,False  ,False,False ,False   ,0.0        ,0.946      ,0.054      ,2       ,1       ,PA
1679_8,0.10604803909542819  ,0.3012647127494784  ,False    ,False,False,False,False,False,False,False,8     ,0.8888888888888888 ,3  ,3     ,3      ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,1       ,FD
1679_9,0.17215403955037217  ,0.8564959249882459  ,False    ,False,True ,False,True ,False,False,False,9     ,1.0                ,196,124   ,118    ,False  ,True ,False ,False   ,0.033      ,0.869      ,0.098      ,6       ,8       ,PA
1680_0,1.0                  ,0.09180869233766714 ,False    ,False,True ,False,False,False,False,False,0     ,0.0                ,5  ,5     ,5      ,True   ,False,False ,False   ,0.153      ,0.847      ,0.0        ,0       ,0       ,OQ
1680_1,0.08396870698755927  ,0.8434382310025292  ,True     ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,21 ,21    ,21     ,False  ,False,False ,False   ,0.0        ,0.913      ,0.087      ,0       ,0       ,PA
1680_2,0.0                  ,0.4761815461152782  ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,6  ,6     ,6      ,False  ,False,False ,False   ,0.198      ,0.549      ,0.253      ,0       ,0       ,FD NF
1680_3,0.07159064806003029  ,0.3206029517315013  ,False    ,False,False,False,False,False,False,True ,3     ,1.0                ,1  ,1     ,1      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,FQ RQ
1681_0,1.0000000000000002   ,0.20001876995179693 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,6  ,6     ,6      ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,1       ,OQ
1681_1,0.0933376544397168   ,0.929821233278544   ,True     ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,39 ,27    ,26     ,False  ,False,False ,False   ,0.125      ,0.725      ,0.151      ,3       ,2       ,PA
1681_2,0.3519071040408739   ,0.43472018971609666 ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,6  ,6     ,6      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,RQ
1681_3,0.1969891467313103   ,0.9848533054112041  ,True     ,False,False,False,False,False,False,False,3     ,1.0                ,40 ,29    ,28     ,False  ,False,False ,False   ,0.11       ,0.758      ,0.133      ,3       ,2       ,PA
1682_0,1.0000000000000002   ,0.38820630094544467 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,38 ,32    ,32     ,True   ,False,False ,False   ,0.07       ,0.861      ,0.069      ,0       ,1       ,OQ
1682_1,0.8704988701782528   ,0.42590043737278455 ,True     ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,30 ,27    ,27     ,False  ,False,False ,False   ,0.0        ,0.913      ,0.087      ,0       ,0       ,OQ RQ
1682_2,0.02341293429656485  ,0.3753238769997563  ,False    ,True ,False,False,False,False,False,False,2     ,0.6666666666666666 ,4  ,4     ,4      ,False  ,False,False ,False   ,0.0        ,0.75       ,0.25       ,1       ,1       ,RQ
1682_3,0.12762630048828819  ,0.9338266030132102  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,80 ,61    ,58     ,True   ,False,True  ,False   ,0.068      ,0.849      ,0.083      ,4       ,3       ,PA
1683_0,0.9999999999999994   ,0.31425531230842857 ,False    ,False,False,False,False,False,False,True ,0     ,0.0                ,19 ,16    ,15     ,True   ,False,False ,False   ,0.168      ,0.832      ,0.0        ,1       ,0       ,OQ
1683_1,0.2962240008508745   ,0.9511382087061089  ,True     ,False,False,False,False,True ,False,True ,1     ,0.5                ,155,118   ,113    ,False  ,False,False ,False   ,0.072      ,0.783      ,0.145      ,6       ,4       ,FD IR PA
